trajectory_id,group,run_family,run_stamp,traj_group,traj_name,image_file,lang_original,normal_action,paraphrased_action,contradictory_action,neutral_action
020,final,2023-01-04_pnp_objects,2023-01-04_17-51-10,traj_group0,traj230,traj020_final.jpg,pick up the object,"[-0.000879810017067939, -0.00042412252514623106, -0.005177923943847418, 0.0011383076198399067, 0.0206550732254982, -0.021020086482167244, 0.9960784316062927]","[-0.000879810017067939, -0.00042412252514623106, -0.005177923943847418, 0.0011383076198399067, 0.0206550732254982, 0.009604076854884624, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[-0.0019981812220066786, -0.00010036268940893933, -0.005177923943847418, -0.002693257760256529, 0.018645478412508965, -6.67113417875953e-05, 0.9960784316062927]"
021,initial,2022-12-11_pnp_soft_toys,2022-12-11_16-23-59,traj_group0,traj24,traj021_initial.jpg,pick up the soft toy,"[0.0013569323346018791, -0.019525952637195587, -0.001800195430405438, 0.08160118013620377, 0.003908454906195402, -0.040361661463975906, 0.9960784316062927]","[0.0013569323346018791, -0.019525952637195587, -0.006996701005846262, -0.03590015694499016, -0.039632752537727356, 0.0015450867358595133, 0.9960784316062927]","[0.007396136876195669, 0.014792589470744133, -0.010114604607224464, -0.009717794135212898, -0.02221626788377762, 0.016051270067691803, 0.0]","[0.003817348973825574, 0.010583711788058281, -0.009594953618943691, 0.03306801989674568, 0.011276966892182827, -0.10322178900241852, 0.0]"
021,final,2022-12-11_pnp_soft_toys,2022-12-11_16-23-59,traj_group0,traj24,traj021_final.jpg,pick up the soft toy,"[0.007172462530434132, 0.012850030325353146, 0.04003167524933815, -0.02440546080470085, -0.0925520658493042, 0.0531226247549057, 0.0]","[0.007172462530434132, 0.0031372355297207832, 0.04003167524933815, -0.039093129336833954, -0.0925520658493042, -0.08065661787986755, 0.0]","[-0.004011249635368586, 0.0021659559570252895, 0.0026168341282755136, -0.026959838345646858, 0.022664666175842285, -0.011349298059940338, 0.9960784316062927]","[-0.005800643470138311, -0.012726996093988419, 0.01638757437467575, 0.08160118013620377, -0.0925520658493042, -0.024243682622909546, 0.0]"
022,initial,2022-12-09_pnp_soft_toys,2022-12-09_16-31-56,traj_group0,traj143,traj022_initial.jpg,pick up the soft toy,"[-0.000879810017067939, 0.00022339713177643716, -0.008815477602183819, 0.0004997134092263877, 0.030033178627490997, -6.67113417875953e-05, 0.9960784316062927]","[-0.000879810017067939, 0.00022339713177643716, -0.008815477602183819, 0.0004997134092263877, 0.030033178627490997, 0.009604076854884624, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, -0.00855565257370472, -0.00013888080138713121, 0.030033178627490997, 0.004768683109432459, 0.9960784316062927]","[0.0026989777106791735, 0.013821309432387352, 0.0023570088669657707, -0.005247634835541248, -0.010158703662455082, 0.17561927437782288, 0.9960784316062927]"
022,final,2022-12-09_pnp_soft_toys,2022-12-09_16-31-56,traj_group0,traj143,traj022_final.jpg,pick up the soft toy,"[-0.0073663629591465, 0.009288672357797623, 0.013009845279157162, -0.005886228755116463, 0.00591804925352335, 0.02088666334748268, 0.0]","[-0.008932082913815975, 0.007346113212406635, 0.010671418160200119, 0.022211916744709015, 0.0012289963196963072, -0.053256046026945114, 0.0]","[-0.006919014733284712, 0.01738266833126545, 0.012490194290876389, -0.028237026184797287, -0.018866945058107376, 0.0466754324734211, 0.0]","[-0.0019981812220066786, 0.00022339713177643716, 0.013009845279157162, -0.005247634835541248, -0.02154640294611454, -0.008125701919198036, 0.0]"
023,initial,pnp_utensils_12-06_gripper_start_closed,2022-12-06_21-24-47,traj_group0,traj145,traj023_initial.jpg,pick up the utensil,"[0.010080227628350258, -0.0023666813503950834, -0.022066567093133926, 0.02668207697570324, 0.0005591315566562116, 0.007992278784513474, 0.0]","[0.010080227628350258, -0.0023666813503950834, -0.022066567093133926, 0.020296134054660797, 0.03271263837814331, -0.08065661787986755, 0.0]","[0.011422272771596909, 0.007993632927536964, -0.01323250774294138, 0.0126330042257905, -0.02087653987109661, 0.012827672995626926, 0.0]","[0.010527576319873333, 0.003460995387285948, 0.003656135406345129, 0.0043312786146998405, -0.01685735024511814, 0.011215874925255775, 0.0]"
023,final,pnp_utensils_12-06_gripper_start_closed,2022-12-06_21-24-47,traj_group0,traj145,traj023_final.jpg,pick up the utensil,"[-0.0028928781393915415, -0.004309240262955427, -0.004658273421227932, -0.002054663607850671, 0.003908454906195402, -0.017796490341424942, 0.9960784316062927]","[0.010080227628350258, 0.0076698730699718, 0.03925219923257828, 0.014548786915838718, -0.0925520658493042, 0.03861644119024277, 0.9960784316062927]","[-0.0028928781393915415, 0.02418162301182747, 0.004175785928964615, -0.007163417525589466, -0.007479244843125343, 0.06279341131448746, 0.9960784316062927]","[0.010080227628350258, 0.013821309432387352, -0.010894079692661762, -0.006524823140352964, -0.00011073314090026543, 0.06924060732126236, 0.9960784316062927]"
024,initial,2023-01-11_pnp_objects,2023-01-11_13-38-11,traj_group0,traj57,traj024_initial.jpg,pick up the object,"[-0.0026692040264606476, 0.0031372355297207832, -0.006996701005846262, 0.0017769018886610866, -0.044991668313741684, -0.1950942724943161, 0.9960784316062927]","[-0.0026692040264606476, 0.0031372355297207832, -0.0005010690656490624, 0.0011383076198399067, 0.010607101954519749, -0.06292683631181717, 0.9960784316062927]","[0.006054091267287731, 0.028066741302609444, -0.014011983759701252, 0.013271598145365715, 0.003238590434193611, 0.08374679088592529, 0.0]","[0.0013569323346018791, 0.0028134756721556187, -0.00855565257370472, 0.004969872999936342, -0.028914915397763252, 0.02894565463066101, 0.0]"
024,final,2023-01-11_pnp_objects,2023-01-11_13-38-11,traj_group0,traj57,traj024_final.jpg,pick up the object,"[-0.024365605786442757, 0.01511634886264801, -0.0020600208081305027, 0.024127699434757233, -0.004799786023795605, -0.12256336212158203, 0.9960784316062927]","[-0.024365605786442757, 0.007993632927536964, -0.011413730680942535, 0.05031006410717964, 0.07759357243776321, -0.14996393024921417, 0.9960784316062927]","[-0.007813711650669575, -0.002690441207960248, -0.0036189723759889603, -0.04547907039523125, 0.05347844213247299, -0.16285832226276398, 0.9960784316062927]","[0.0009095838759094477, -0.00010036268940893933, 1.8581469703349285e-05, -0.0007774750120006502, -0.004799786023795605, -0.0016785094048827887, 0.9960784316062927]"
025,initial,pnp_utensils_12-01,2022-12-01_15-40-03,traj_group0,traj176,traj025_initial.jpg,pick up the utensil,"[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[-0.003116552485153079, 0.010259951464831829, 1.8581469703349285e-05, -0.003970446065068245, 0.0005591315566562116, -0.009737499989569187, 0.9960784316062927]"
025,final,pnp_utensils_12-01,2022-12-01_15-40-03,traj_group0,traj176,traj025_final.jpg,pick up the utensil,"[0.00046223538811318576, -0.02017347142100334, 0.0026168341282755136, 0.03753817826509476, -0.036283425986766815, -0.08549200743436813, 0.9960784316062927]","[0.00046223538811318576, -0.02017347142100334, 0.0026168341282755136, 0.03753817826509476, -0.03293410316109657, -0.05164425075054169, 0.9960784316062927]","[-0.000879810017067939, 0.030009301379323006, -0.00024124380433931947, 0.015187380835413933, -0.00011073314090026543, 0.06440521031618118, 0.9960784316062927]","[0.0009095838759094477, 0.00022339713177643716, 0.013009845279157162, 0.01774175837635994, -0.035613562911748886, 0.009604076854884624, 0.9960784316062927]"
026,initial,2022-12-15_pnp_many_objects_in_env,2022-12-15_14-48-54,traj_group0,traj0,traj026_initial.jpg,pick up the target object among many objects,"[-0.022128863260149956, 0.005079794209450483, -0.009335128590464592, -0.006524823140352964, 0.07759357243776321, 0.004768683109432459, 0.0]","[-0.021010491997003555, -0.013698275201022625, -0.0010207196464762092, -0.055057983845472336, -0.05838896334171295, 0.019274866208434105, 0.0]","[0.007619811221957207, 0.007993632927536964, -0.009335128590464592, 0.011994409374892712, -0.0336039699614048, -0.0016785094048827887, 0.0]","[0.0015806065639480948, 0.0057273139245808125, 0.009891942143440247, -0.003970446065068245, -0.008149109780788422, 0.035392846912145615, 0.0]"
026,final,2022-12-15_pnp_many_objects_in_env,2022-12-15_14-48-54,traj_group0,traj0,traj026_final.jpg,pick up the target object among many objects,"[-0.0015508327633142471, -0.024058589711785316, -0.004138622898608446, 0.08160118013620377, -0.006809380371123552, -0.053256046026945114, 0.9960784316062927]","[-0.0015508327633142471, 0.026447942480444908, -0.011933381669223309, 0.03434520587325096, -0.01685735024511814, 0.012827672995626926, 0.9960784316062927]","[-0.02861541509628296, -0.008518118411302567, -0.0062172249890863895, 0.019657541066408157, 0.07759357243776321, -0.05486784502863884, 0.9960784316062927]","[-0.009155756793916225, 0.04069337621331215, 0.0023570088669657707, 0.0024154961574822664, -0.027575185522437096, 0.14821870625019073, 0.9960784316062927]"
027,initial,2022-12-09_pnp_soft_toys,2022-12-09_16-31-56,traj_group0,traj81,traj027_initial.jpg,pick up the soft toy,"[-0.010945150628685951, -0.026648668572306633, 0.009632117114961147, 0.010717221535742283, -0.0336039699614048, -0.07259762287139893, 0.9960784316062927]","[-0.000879810017067939, -0.02243979088962078, 0.009891942143440247, -0.0078020114451646805, -0.0925520658493042, -6.67113417875953e-05, 0.9960784316062927]","[0.0033700005151331425, 0.0044322749599814415, 0.008073165081441402, 0.031790830194950104, -0.08987260609865189, -0.004902105778455734, 0.9960784316062927]","[-0.0026692040264606476, 0.006051073782145977, -0.01297268271446228, 0.06180476024746895, -0.0034600566141307354, 0.01766306720674038, 0.9960784316062927]"
027,final,2022-12-09_pnp_soft_toys,2022-12-09_16-31-56,traj_group0,traj81,traj027_final.jpg,pick up the soft toy,"[-0.004234923515468836, 0.01738266833126545, 0.018985826522111893, 0.010717221535742283, -0.06642734259366989, 0.0015450867358595133, 0.9960784316062927]","[-0.004234923515468836, 0.008317392319440842, -0.0049180989153683186, 0.03370661288499832, 0.006587913725525141, -0.011349298059940338, 0.9960784316062927]","[-0.005353294778615236, 0.013821309432387352, -0.017129886895418167, 0.03370661288499832, -0.02489572763442993, -0.004902105778455734, 0.9960784316062927]","[-0.007813711650669575, 0.009936192072927952, 0.006254388019442558, 0.04200833663344383, -0.08987260609865189, 0.04184003919363022, 0.9960784316062927]"
028,initial,2022-12-15_pnp_many_objects_in_env,2022-12-15_15-35-45,traj_group0,traj115,traj028_initial.jpg,pick up the target object among many objects,"[-0.005576969124376774, -0.008841877803206444, 0.006514213513582945, 0.01646456867456436, -0.0336039699614048, -0.03552626818418503, 0.9960784316062927]","[-0.005576969124376774, 0.0018421962158754468, -0.008036002516746521, 0.0024154961574822664, 0.030703043565154076, -6.67113417875953e-05, 0.9960784316062927]","[-0.005576969124376774, 0.0015184363583102822, -0.007776177022606134, 0.005608467385172844, 0.030703043565154076, 0.009604076854884624, 0.9960784316062927]","[-0.003116552485153079, 0.0011946766171604395, -0.006477050483226776, 0.0043312786146998405, 0.026013990864157677, 0.0015450867358595133, 0.9960784316062927]"
028,final,2022-12-15_pnp_many_objects_in_env,2022-12-15_15-35-45,traj_group0,traj115,traj028_final.jpg,pick up the target object among many objects,"[-0.003116552485153079, -0.01531707402318716, 0.01950547657907009, 0.023489106446504593, -0.026235457509756088, -0.011349298059940338, 0.0]","[-0.003116552485153079, -0.01531707402318716, 0.020544778555631638, 0.023489106446504593, -0.040302615612745285, 0.004768683109432459, 0.9960784316062927]","[-0.0011034843046218157, 0.005403554067015648, 0.02184390462934971, -0.002054663607850671, -0.052360180765390396, 0.02572205848991871, 0.9960784316062927]","[-0.0026692040264606476, -0.01207947637885809, 0.014828622341156006, 0.022211916744709015, -0.026235457509756088, -0.012961096130311489, 0.0]"
029,initial,2022-12-15_pnp_many_objects_in_env,2022-12-15_14-48-54,traj_group0,traj140,traj029_initial.jpg,pick up the target object among many objects,"[-0.000879810017067939, -0.004956759978085756, -0.004138622898608446, -0.03398437425494194, 0.017305748537182808, 0.04022824019193649, 0.9960784316062927]","[-0.000879810017067939, -0.004956759978085756, -0.004138622898608446, -0.03398437425494194, 0.017305748537182808, 0.04022824019193649, 0.9960784316062927]","[-0.003340226598083973, 0.0005471569602377713, -0.015311109833419323, 0.0036926844622939825, 0.044100336730480194, 0.0031568848062306643, 0.9960784316062927]","[-0.000879810017067939, 0.00022339713177643716, -0.010894079692661762, 0.0011383076198399067, 0.027353720739483833, 0.0031568848062306643, 0.9960784316062927]"
029,final,2022-12-15_pnp_many_objects_in_env,2022-12-15_14-48-54,traj_group0,traj140,traj029_final.jpg,pick up the target object among many objects,"[-0.010050454176962376, 0.011231230571866035, -0.001800195430405438, -0.020573895424604416, 0.06486614048480988, -0.1080571785569191, 0.9960784316062927]","[-0.010050454176962376, 0.011231230571866035, -0.001800195430405438, -0.020573895424604416, 0.06486614048480988, -0.1080571785569191, 0.9960784316062927]","[-0.0096031054854393, -0.012403235770761967, -0.01790936291217804, 0.0030540903098881245, 0.06218668445944786, -0.0016785094048827887, 0.9960784316062927]","[-0.002221855567768216, -0.00010036268940893933, -0.015311109833419323, -0.002054663607850671, 0.04008115082979202, -0.0016785094048827887, 0.9960784316062927]"
030,initial,pnp_utensils_12-07_rigid_objects,2022-12-07_19-49-59,traj_group0,traj23,traj030_initial.jpg,pick up the utensil,"[0.01790882647037506, 0.01641138829290867, -0.010894079692661762, -0.005886228755116463, -0.028245050460100174, -0.0339144691824913, 0.9960784316062927]","[0.01790882647037506, 0.01964898593723774, -0.011673555709421635, 0.010078626684844494, -0.028914915397763252, -0.05970323830842972, 0.9960784316062927]","[0.026855796575546265, -0.027619946748018265, -0.0036189723759889603, -0.028237026184797287, -0.036283425986766815, -0.08549200743436813, 0.9960784316062927]","[0.0013569323346018791, 0.01608762890100479, -0.00855565257370472, 0.07202226668596268, -0.013508027419447899, -0.07259762287139893, 0.9960784316062927]"
030,final,pnp_utensils_12-07_rigid_objects,2022-12-07_19-49-59,traj_group0,traj23,traj030_final.jpg,pick up the utensil,"[0.009856553748250008, -0.010136917233467102, 0.002097183605656028, 0.01774175837635994, -0.020206674933433533, -0.05164425075054169, 0.9960784316062927]","[0.009856553748250008, -0.010136917233467102, -0.0049180989153683186, 0.014548786915838718, -0.03025464527308941, -0.02263188362121582, 0.9960784316062927]","[0.007843485102057457, -0.00042412252514623106, -0.006736875511705875, 0.0043312786146998405, -0.0429820753633976, 0.0015450867358595133, 0.9960784316062927]","[-0.0049059465527534485, -0.00042412252514623106, 0.002097183605656028, -0.009717794135212898, -0.020206674933433533, -0.027467278763651848, 0.9960784316062927]"
031,initial,2023-05-25_bin_pnp,2023-05-25_15-59-46,traj_group0,traj35,traj031_initial.jpg,pick up the object and place it in the bin,"[-0.0004324615583755076, -0.003337960923090577, -0.007516351528465748, -0.003331851912662387, 0.021324938163161278, -0.006513903848826885, 0.9960784316062927]","[-0.0004324615583755076, -0.0007478823536075652, -0.0033591471146792173, -0.008440605364739895, 0.013286560773849487, 0.004768683109432459, 0.9960784316062927]","[-0.0028928781393915415, -0.0007478823536075652, -0.005697574466466904, -0.0078020114451646805, 0.02467426098883152, 0.011215874925255775, 0.9960784316062927]","[-0.0013271585339680314, -0.0020429217256605625, -0.003878797637298703, -0.01227217074483633, 0.011276966892182827, 0.012827672995626926, 0.9960784316062927]"
031,final,2023-05-25_bin_pnp,2023-05-25_15-59-46,traj_group0,traj35,traj031_final.jpg,pick up the object and place it in the bin,"[0.0018042807932943106, 0.022239064797759056, -0.0007608943851664662, -0.053780797868967056, -0.016187485307455063, 0.030557451769709587, 0.9960784316062927]","[0.0018042807932943106, 0.02288658544421196, -0.0023198460694402456, -0.053780797868967056, -0.016187485307455063, -0.08065661787986755, 0.9960784316062927]","[0.01746147684752941, 0.020944025367498398, 0.00027840674738399684, -0.01227217074483633, -0.011498433537781239, 0.11437094956636429, 0.9960784316062927]","[0.011645947583019733, 0.0215915460139513, -0.0007608943851664662, 0.038815367966890335, -0.07915476709604263, 0.043451838195323944, 0.9960784316062927]"
032,initial,pnp_utensils_12-01,2022-12-01_15-40-03,traj_group0,traj46,traj032_initial.jpg,pick up the utensil,"[0.013882690109312534, -0.013050755485892296, -0.02596394531428814, -0.002693257760256529, 0.026683855801820755, -0.1209515705704689, 0.9960784316062927]","[0.006725114304572344, -0.01531707402318716, -0.007256526034325361, -0.03590015694499016, -0.01685735024511814, -0.20637686550617218, 0.9960784316062927]","[0.0047120461240410805, 0.0015184363583102822, -0.011153905652463436, 0.0011383076198399067, 0.012616695836186409, -0.09999819099903107, 0.9960784316062927]","[0.002027955139055848, 0.00022339713177643716, -0.006996701005846262, 0.010078626684844494, -0.004129921551793814, -0.056479644030332565, 0.9960784316062927]"
032,final,pnp_utensils_12-01,2022-12-01_15-40-03,traj_group0,traj46,traj032_final.jpg,pick up the utensil,"[0.00359367486089468, -0.0007478823536075652, -0.001800195430405438, 0.0004997134092263877, -0.00011073314090026543, -0.012961096130311489, 0.9960784316062927]","[0.00359367486089468, -0.0007478823536075652, -0.001800195430405438, 0.0004997134092263877, -0.00011073314090026543, -0.0032903074752539396, 0.9960784316062927]","[0.005606743041425943, -0.005280519835650921, -0.0005010690656490624, 0.0017769018886610866, -0.035613562911748886, -0.06292683631181717, 0.9960784316062927]","[-0.003116552485153079, -0.0020429217256605625, -0.012193206697702408, -0.010356388054788113, 0.03271263837814331, -0.004902105778455734, 0.9960784316062927]"
033,initial,2023-05-25_bin_pnp,2023-05-26_11-58-22,traj_group0,traj74,traj033_initial.jpg,pick up the object and place it in the bin,"[-0.0004324615583755076, 0.00022339713177643716, -0.0033591471146792173, 0.0011383076198399067, 0.010607101954519749, -0.0016785094048827887, 0.9960784316062927]","[-0.0004324615583755076, 0.00022339713177643716, -0.00024124380433931947, 0.0004997134092263877, 0.0012289963196963072, -6.67113417875953e-05, 0.9960784316062927]","[-0.0017745069926604629, 0.002489715814590454, -0.0025796713307499886, 0.0017769018886610866, 0.011946831829845905, -6.67113417875953e-05, 0.9960784316062927]","[-0.0013271585339680314, 0.00022339713177643716, -0.0033591471146792173, 0.0011383076198399067, 0.01663588546216488, -0.0032903074752539396, 0.9960784316062927]"
033,final,2023-05-25_bin_pnp,2023-05-26_11-58-22,traj_group0,traj74,traj033_final.jpg,pick up the object and place it in the bin,"[-0.0004324615583755076, -0.00042412252514623106, -0.00595739996060729, -0.002693257760256529, 0.021324938163161278, -6.67113417875953e-05, 0.9960784316062927]","[-0.0004324615583755076, 0.0005471569602377713, -0.004658273421227932, 0.0004997134092263877, 0.01998520828783512, -0.0032903074752539396, 0.9960784316062927]","[0.007619811221957207, 0.011878750286996365, -0.015830760821700096, 0.0036926844622939825, 0.011276966892182827, 0.059569817036390305, 0.9960784316062927]","[-0.0019981812220066786, -0.00042412252514623106, -0.005177923943847418, 0.0011383076198399067, -0.013508027419447899, -6.67113417875953e-05, 0.9960784316062927]"
034,initial,2023-01-04_pnp_objects,2023-01-04_17-51-10,traj_group0,traj235,traj034_initial.jpg,pick up the object,"[0.00023856115876697004, -0.00042412252514623106, -0.00855565257370472, 0.0011383076198399067, 0.026013990864157677, -0.012961096130311489, 0.9960784316062927]","[0.00023856115876697004, -0.00042412252514623106, -0.00855565257370472, 0.0011383076198399067, 0.021324938163161278, -0.01457289420068264, 0.9960784316062927]","[0.00023856115876697004, 0.00022339713177643716, -0.00855565257370472, 0.00688565568998456, 0.021994803100824356, 0.00638048117980361, 0.9960784316062927]","[-0.0011034843046218157, 0.00022339713177643716, -0.010634254664182663, 0.010717221535742283, 0.02936331368982792, -0.0016785094048827887, 0.9960784316062927]"
034,final,2023-01-04_pnp_objects,2023-01-04_17-51-10,traj_group0,traj235,traj034_final.jpg,pick up the object,"[1.4886919416312594e-05, -0.00042412252514623106, -0.010894079692661762, -0.01610373705625534, 0.0253441259264946, 0.009604076854884624, 0.9960784316062927]","[1.4886919416312594e-05, -0.00042412252514623106, -0.010894079692661762, -0.01610373705625534, 0.030033178627490997, -0.011349298059940338, 0.9960784316062927]","[1.4886919416312594e-05, 0.00022339713177643716, 1.8581469703349285e-05, 0.0017769018886610866, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[0.005383068695664406, -0.017583392560482025, 1.8581469703349285e-05, 0.0030540903098881245, -0.0014504624996334314, -0.12578696012496948, 0.9960784316062927]"
035,initial,2023-01-11_pnp_objects,2023-01-11_15-48-05,traj_group0,traj181,traj035_initial.jpg,pick up the object,"[-0.022576211020350456, -0.035390183329582214, 0.013529496267437935, -0.07549300044775009, -0.012168297544121742, -0.01940828748047352, 0.0]","[0.01835617423057556, 0.03195185959339142, 0.02184390462934971, 0.03306801989674568, -0.0925520658493042, 0.15144230425357819, 0.9960784316062927]","[-0.0004324615583755076, 0.00022339713177643716, -0.0007608943851664662, 0.0017769018886610866, 0.0018988610245287418, 0.0015450867358595133, 0.9960784316062927]","[-0.004011249635368586, -0.0007478823536075652, -0.008815477602183819, -0.0014160692226141691, 0.030703043565154076, -0.004902105778455734, 0.9960784316062927]"
035,final,2023-01-11_pnp_objects,2023-01-11_15-48-05,traj_group0,traj181,traj035_final.jpg,pick up the object,"[-0.022576211020350456, -0.008841877803206444, 0.008852641098201275, 0.015825975686311722, -0.04164234548807144, -0.05003245174884796, 0.0]","[-0.022576211020350456, 0.006698593497276306, 0.0023570088669657707, 0.049671467393636703, 0.043430473655462265, -0.09999819099903107, 0.0]","[-0.0004324615583755076, 0.0005471569602377713, -0.00985477864742279, 0.0017769018886610866, 0.027353720739483833, -0.0032903074752539396, 0.9960784316062927]","[-0.014300264418125153, 0.028714261949062347, -0.0023198460694402456, 0.048394281417131424, 0.05347844213247299, -0.0709858238697052, 0.9960784316062927]"
036,initial,2023-01-09_pnp_rigid_objects,2023-01-09_15-30-37,traj_group0,traj46,traj036_initial.jpg,pick up the rigid object,"[0.006277765613049269, -0.0020429217256605625, -0.0028394965920597315, -0.02632124349474907, 0.017305748537182808, 0.02572205848991871, 0.9960784316062927]","[0.006277765613049269, -0.0020429217256605625, -0.0028394965920597315, -0.02632124349474907, -0.024225862696766853, 0.0031568848062306643, 0.9960784316062927]","[0.006277765613049269, -0.0020429217256605625, -0.0028394965920597315, -0.008440605364739895, -0.02221626788377762, -0.0016785094048827887, 0.0]","[0.008738182485103607, -0.014669554308056831, 0.003396310145035386, 0.014548786915838718, -0.026235457509756088, -0.03552626818418503, 0.0]"
036,final,2023-01-09_pnp_rigid_objects,2023-01-09_15-30-37,traj_group0,traj46,traj036_final.jpg,pick up the rigid object,"[-0.006695340387523174, 0.018677707761526108, -0.006736875511705875, 0.06691351532936096, 0.06754560023546219, -0.140293151140213, 0.9960784316062927]","[-0.006695340387523174, 0.011231230571866035, -0.005177923943847418, 0.06052757054567337, 0.05481817200779915, -0.1515757292509079, 0.9960784316062927]","[-0.017879052087664604, -0.027619946748018265, -0.004658273421227932, -0.03526156395673752, 0.0025687257293611765, -0.09677459299564362, 0.9960784316062927]","[0.002922652056440711, -0.010784436948597431, -0.008036002516746521, -0.003331851912662387, 0.0052481843158602715, -0.07259762287139893, 0.9960784316062927]"
037,initial,2022-12-08_pnp_soft_toys,2022-12-08_19-41-31,traj_group0,traj27,traj037_initial.jpg,pick up the soft toy,"[-0.0004324615583755076, 0.005079794209450483, 1.8581469703349285e-05, 0.0004997134092263877, -0.0014504624996334314, 0.027333855628967285, 0.9960784316062927]","[-0.0004324615583755076, -0.0007478823536075652, 0.00027840674738399684, 0.0043312786146998405, 0.006587913725525141, -0.01940828748047352, 0.9960784316062927]","[-0.002221855567768216, -0.0007478823536075652, -0.01453163381665945, -0.003331851912662387, 0.043430473655462265, 0.0031568848062306643, 0.9960784316062927]","[-0.0026692040264606476, 0.013497550040483475, 0.0005382320377975702, 0.011994409374892712, 0.013956425711512566, -0.04680885374546051, 0.0]"
037,final,2022-12-08_pnp_soft_toys,2022-12-08_19-41-31,traj_group0,traj27,traj037_final.jpg,pick up the soft toy,"[-0.00244552968069911, -0.00042412252514623106, -0.018429012969136238, -0.04228610172867775, 0.019315343350172043, -0.011349298059940338, 0.9960784316062927]","[-0.00244552968069911, -0.00042412252514623106, -0.018169187009334564, -0.03462297096848488, 0.019315343350172043, 0.004768683109432459, 0.9960784316062927]","[-0.004458597861230373, 0.0005471569602377713, -0.021806741133332253, -0.04228610172867775, 0.0045783198438584805, 0.011215874925255775, 0.9960784316062927]","[-0.00244552968069911, -0.004956759978085756, -0.02414516918361187, -0.053780797868967056, 0.0159660205245018, -0.008125701919198036, 0.9960784316062927]"
038,initial,pnp_utensils_11-18,2022-11-18_16-36-58,traj_group0,traj17,traj038_initial.jpg,pick up the utensil,"[-0.003116552485153079, 0.0008709167595952749, -0.011413730680942535, 0.0030540903098881245, 0.03338250145316124, -6.67113417875953e-05, 0.9960784316062927]","[-0.003116552485153079, 0.0008709167595952749, -0.011413730680942535, 0.0030540903098881245, 0.03338250145316124, -6.67113417875953e-05, 0.9960784316062927]","[-0.0028928781393915415, 0.00022339713177643716, -0.010894079692661762, 0.0043312786146998405, 0.034722231328487396, 0.004768683109432459, 0.9960784316062927]","[1.4886919416312594e-05, 0.0005471569602377713, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, 0.0015450867358595133, 0.9960784316062927]"
038,final,pnp_utensils_11-18,2022-11-18_16-36-58,traj_group0,traj17,traj038_final.jpg,pick up the utensil,"[0.013882690109312534, -0.013050755485892296, -0.01297268271446228, -0.005886228755116463, -0.03896288573741913, -0.03069087490439415, 0.9960784316062927]","[0.013882690109312534, -0.013050755485892296, -0.004658273421227932, -0.027598433196544647, -0.08719314634799957, 0.030557451769709587, 0.9960784316062927]","[-0.0006561357877217233, -0.00010036268940893933, -0.009594953618943691, 0.0017769018886610866, -0.010158703662455082, -0.029079075902700424, 0.9960784316062927]","[-0.0006561357877217233, -0.0013954020105302334, -0.006477050483226776, -0.0078020114451646805, 0.017975613474845886, -6.67113417875953e-05, 0.9960784316062927]"
039,initial,2023-01-04_pnp_objects,2023-01-04_17-51-10,traj_group0,traj75,traj039_initial.jpg,pick up the object,"[-0.000879810017067939, -0.00010036268940893933, -0.010374429635703564, 0.0011383076198399067, 0.026683855801820755, -0.004902105778455734, 0.9960784316062927]","[-0.000879810017067939, -0.00010036268940893933, -0.010114604607224464, 0.0004997134092263877, 0.030033178627490997, -6.67113417875953e-05, 0.9960784316062927]","[-0.000879810017067939, 0.0008709167595952749, -0.007256526034325361, 0.0030540903098881245, 0.028023583814501762, 0.0031568848062306643, 0.9960784316062927]","[-0.003787575289607048, 0.0008709167595952749, -0.011153905652463436, 0.00688565568998456, 0.03606196120381355, -0.05003245174884796, 0.9960784316062927]"
039,final,2023-01-04_pnp_objects,2023-01-04_17-51-10,traj_group0,traj75,traj039_final.jpg,pick up the object,"[-0.022799884900450706, 0.019972745329141617, -0.02596394531428814, -0.0806017518043518, 0.0206550732254982, -0.006513903848826885, 0.9960784316062927]","[-0.022799884900450706, -0.008194358088076115, -0.018429012969136238, 0.06499773263931274, 0.021324938163161278, 0.09180577844381332, 0.0]","[-0.003116552485153079, 0.002489715814590454, -0.022066567093133926, 0.04073115065693855, -0.04566153138875961, 0.009604076854884624, 0.9960784316062927]","[-0.003116552485153079, -0.003985480405390263, 0.006774038542062044, 0.08160118013620377, -0.0336039699614048, -0.008125701919198036, 0.9960784316062927]"
